name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
"Post-Matric Scholarship to SBC Students, Maharashtra 2024-25",SBC students studying in Class 11 and above,India,Closed,A monthly maintenance allowance up to ₹425 and other benefits,"Post Matric Scholarship to SBC Students, Maharashtra 2024-25 is an initiative of the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra for the Special Backward Classes (SBC) category students pursuing post-matric studies. The scholarship aims to promote higher education and facilitate the integration of students into the mainstream educational system. The selected students will receive a monthly maintenance allowance of up to ₹425 and other benefits.Source:Aaple Sarkar DBT Portal",Null,18001208040,https://mahadbt.maharashtra.gov.in/Home/Index,monetary,"{'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AACF2205FD2FB060A', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/29.pdf'}","VJNT, OBC and SBC Welfare Department, Maharashtra
Annex Building-139, First Floor, Mantralaya
Madam Cama Road, Hutatma Rajguru Chawk
Mumbai 400032
Phone Number:
18001208040"
"Post-Matric Scholarship to VJNT Students, Maharashtra 2024-25",VJNT category students studying in Class 11 and above,India,Closed,A monthly maintenance allowance up to ₹425 and other benefits,"Post-Matric Scholarship to VJNT Students, Maharashtra 2024-25 is an opportunity provided by the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra to financially help the students studying in Class 11 and higher. The scheme enables the Vimukta Jati and Nomadic Tribes (VJNT) category students to pursue higher education by providing them with a monthly maintenance allowance of up to ₹425 and other benefits.Source:Aaple Sarkar DBT Portal",jdvjnt@maharashtra.gov.in,18001208040,https://mahadbtmahait.gov.in,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AD0CCA04E9F6D7EE4', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/29.pdf', 'Original website': 'https://mahadbtmahait.gov.in'}","VJNT, OBC and SBC Welfare Department, Maharashtra
3 Church Road, Pune 1
Email ID:
jdvjnt@maharashtra.gov.in
| Phone Number:
18001208040"
"Centrally Sponsored Pre-Matric Scholarship for SC Students, Manipur 2024-25",Scheduled Caste (SC) students of Manipur studying in Class 9 and 10,India,Closed,"A scholarship grant up to ₹1,000 and other benefits","Centrally Sponsored Pre-Matric Scholarship for SC Students, Manipur 2024-25 is an initiative of the Government of Manipur, for SC students studying in Class 9 and 10 in both government and private schools. The scholarship aims to help SC students in Manipur complete their elementary education. Selected candidates will receive a scholarship of up to ₹1,000 and other grantsSource:National Scholarship Portal (NSP)",contact@manipureducation.gov.in,Null,https://scholarships.gov.in/,monetary,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Manipur_state_scheme/manipur_3035_G.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Government of Manipur
Email ID:
contact@manipureducation.gov.in, minister.edu-mn@nic.in |
Phone Number:
(0385)-2451007 |
Fax Number:
(0385)-2461007"
"Government of India Post-Matric Scholarship for SC Students, Maharashtra 2024-25",Students studying in Class 11 and above,India,Closed,"A monthly maintenance allowance up to ₹1,200 and other benefits","Government of India Post-Matric Scholarship for SC Students, Maharashtra 2024-25 is an initiative of the Department of Social Justice and Special Assistance, Government of Maharashtra to support SC/Neo-Buddhiststudents pursuing studies beyond Class 10 within the state. This scholarship aims to provide financial assistance to students and reduce dropout rates in educational institutions. Selected students will receive a monthly maintenance allowance of up to ₹1,200 and other benefits.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22025251,https://mahadbt.maharashtra.gov.in/,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AA07C7E01997E4885', 'Original website': 'https://mahadbt.maharashtra.gov.in/', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/1.pdf'}","Department of Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in |
Phone Number (Office)
: 022-22025251, 22028660 |
Phone Number:
(022)-22843665, 220231652"
"PM Yasasvi Post-Matric Scholarship for OBC Students, Andaman and Nicobar 2024-25",OBC students studying in Class 11 and above,India,Closed,"An annual academic allowance and tuition fees of up to ₹10,000","PM Yasasvi Post-Matric Scholarship for OBC Students, Andaman and Nicobar 2024-25 is an opportunity offered by the Ministry of Social Justice and Empowerment, Government of India to provide financial assistance to students belonging to the Other Backward Classes (OBC) category who are pursuing higher education after Class 10. Selected candidates will receive an annual academic allowance and tuition fees of up to ₹10,000.Source:National Scholarship Portal (NSP)",Null,Null,https://scholarships.gov.in/,mixed,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Andaman/POST_MATRIC_OBC_GUIDELINES_ANDMAN.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Ministry of Social Justice and Empowerment, Government of India
Room no. 202, 2nd floor C-wing,
Shastri Bhawan, New Delhi, Delhi 110001"
"Government Research Adhichatra, Maharashtra 2024-25",Postgraduate degree holders,India,Closed,"A monthly scholarship of up to ₹750, with an additional ₹1,000 annually for other expenses","Government Research Adhichatra, Maharashtra 2024-25 is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra, aimed at providing financial assistance to students who have completed their postgraduate studies and wish to pursue a Ph.D. in government institutions. Selected students will receive a monthly scholarship of ₹750 and an additional annual allowance of ₹1,000 for other expenses.Source:Aaple Sarkar DBT Portal",director.dhepune@nic.in,Null,https://mahadbt.maharashtra.gov.in/Home/Index,monetary,"{'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AA7F7B18C7EA3C817', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/21.pdf'}","Directorate of Higher Education
412, E, Bahirat Patil Chowk
Model Colony, Shivaji Nagar
Pune - 411016
Email ID:
director.dhepune@nic.in
| Phone Number:
(020) 26122119"
EmpowerHER Scholarship 2024-2025,Class 12 passed/diploma/degree female students,India,Closed,100% tech scholarship for offered courses and a 3-month paid internship* (*T&C apply),"EmpowerHER Scholarship 2024-2025 is a100% tech scholarship for women in India, in collaboration with KSIF (Korea Social Innovation Fund) and powered by AVPN. The scholarship is open to female students who have completed Class 12, a diploma, or a degree in any stream. The program equips women with digital skills and resources to boost their career prospects and entrepreneurial abilities. The scholarship covers specialisations in Web Engineering, Front-End Development, and Business Analysis.Selected female students will receivea 100% tech scholarshipfor eligible courses and a three-month paid internship.The program is designed as a comprehensive5-month coursedelivered entirely through100% live online sessions, conducted from11 AM to 5 PM, Monday to Friday. Upon successful completion, participants can secure a3-month paid internshipto gain practical experience. (Note:-Please note that internship placements are subject to terms and conditions.)About the Provider:Masai Schoolis an outcome-driven career school dedicated to empowering India's untapped talent. By providing intensive training in high-demand skills, Masai prepares students for successful careers and drives innovation in the Indian workforce.TheKorea Social Investment Foundation (KSIF)is a non-profit organisation dedicated to fostering social and environmental impact through investment. As South Korea's first independent impact investment firm, KSIF plays a crucial role in bridging the gap between social needs and financial resources.Asia Venture Philanthropy Network (AVPN)is a prominent ecosystem builder dedicated to accelerating social impact in Asia. As the continent's leading social investment network, AVPN is pivotal in channelling capital towards organisations addressing pressing social and environmental challenges.Source:Masai School",empowerher@masaischool.com,Null,https://www.masaischool.com/,monetary,"{'Apply online link': 'https://www.masaischool.com/empower-her', 'Latest scholarship link': 'https://masai-website-images.s3.ap-south-1.amazonaws.com/FAQ_Empower_HER_V2_377b7d45cd.pdf', 'Original website': 'https://www.masaischool.com/'}","Masai School
Email ID:
empowerher@masaischool.com"
Foundation for Excellence Scholarship for Technical Courses 2024-25,Students pursuing undergraduate courses,India,Closed,"₹50,000 per annum till course completion","Foundation for Excellence Scholarship for Technical Courses 2024-25 is an opportunity offered by the Foundation For Excellence (FFE), a publicly supported nonprofit organization. The program provides financial assistance to meritorious students from economically disadvantaged backgrounds who aspire to pursue undergraduate degrees in Engineering, Medicine, or Law. The selected candidates will receive ₹50,000 per annum till course completion.Source:Foundation For Excellence",scholarships@ffe.org,Null,https://ffe.org,monetary,"{'Original website': 'https://ffe.org', 'Latest scholarship link': 'https://ffe.org/site/scholars/', 'Apply online link': 'https://ffe.org/scholarships/'}","Foundation for Excellence
No. 840, 5th Main,
Indiranagar 1st Stage,
Bengaluru 560 038, Karnataka, India
Email ID:
scholarships@ffe.org
|
Phone Number:
(
+91) (080) 2520 1925"
KSCSTE Kerala State Young Scientist Award 2024,Indian scientists below 37 years of age with Ph.D. degree,India,Closed,"A cash prize of ₹50,000, a certificate and other benefits","KSCSTE Kerala State Young Scientist Award 2024 is an opportunity offered by the Kerala State Council for Science, Technology and Environment (KSCSTE) [an autonomous body under the Ministry of Science &Technology, Government of Kerala] to honour young and talented Indian scientists for their outstanding contributions in any branch of science and technology. The selected candidates will receive a cash prize of ₹50,000 and a certificate. The candidates may be considered by the council for a research grant of ₹50 lakh after due consideration of the research project with the help of an expert committee.Source:KSCSTE Portal",stpd.kscste@kerala.gov.in,471 2548214,https://kscste.kerala.gov.in/,mixed,"{'Original website': 'https://kscste.kerala.gov.in/', 'Latest scholarship link': 'https://kscste.kerala.gov.in/wp-content/uploads/2019/06/KSYSA_Advt_English_24.pdf', 'Apply online link': 'https://kscste.kerala.gov.in/kerala-state-young-scientist-awards/'}","Kerala State Council For Science, Technology And Environment(KSCSTE)
Sasthra Bhavan, Pattom
Thiruvananthapuram – 695 004
Email ID:
stpd.kscste@kerala.gov.in
|
Telephone Number:
(+91) 471 2548214"
"Scholarship for Persons with Disabilities, Nagaland 2024",Disabled students studying in Class 1 to 8,India,Closed,Financial assistance,"Scholarship for Persons with Disabilities, Nagaland 2024 is an initiative of the Directorate of Higher Education, Government of Nagaland to provide financial assistance to disabled students who are studying in Class 1 to 8. The selected candidates will receive financial assistance to pursue higher studies.Source:Common Scholarship Portal Nagaland",scholarshipnagaland@gmail.com,8929307387,https://scholarship.nagaland.gov.in/,other,"{'Apply online link': 'https://scholarship.nagaland.gov.in/', 'Latest scholarship link': 'https://scholarship.nagaland.gov.in/storage/Guidelines//4_Guidelines'}","Directorate of Higher Education
Below New Secretariat Complex
Nagaland, Kohima-797001
Email ID:
scholarshipnagaland@gmail.com
|
Phone Number:
(+91) 8929307387"
OP Jindal Engineer & Management Scholarships 2024,Engineering and Management students,India,Closed,"Up to ₹1,50,000 per annum","OP Jindal Engineer & Management Scholarships 2024 is an opportunity provided by the O.P. Jindal Group of Companies* to meritorious students who have leadership qualities to become leaders in entrepreneurial excellence and innovation. Under this scholarship, a total of 100 students from 40-43 selected engineering and management institutions will be awarded a scholarship of up to ₹1,50,000 per student, every year.*O. P. Jindal Group of Companies was founded by Shri. O. P. Jindal in 1952. It is a private organisation with business interests spanning mining, power, industrial gases, seaport facilities and in the flagship steel manufacturing across the world.Source:Jindal Scholarships",helpdesk@opjems.com,9205313566,https://www.opjems.com/,monetary,"{'Latest scholarship link': 'https://www.opjems.com/eligibilityCriterion.html', 'Original website': 'https://www.opjems.com/', 'Apply online link': 'https://jindal.opjems.com/'}","O. P. Jindal Group of Companies
Email ID:
helpdesk@opjems.com
| Phone Number:
9205313566"
"Chevening Research, Science, and Innovation Leadership Fellowship (CRISP) 2025-26",Postgraduate level students,United Kingdom,Closed,Full programme fees and other expenses,"Chevening Research, Science, and Innovation Leadership Fellowship (CRISP) 2025-26 is an opportunity hosted by St. Cross College, University of Oxford for postgraduate level students. It aims to provide financial support to mid-career professionals with very high potential in the fields of science, innovation, and business in India. The program is funded by the UK Foreign, Commonwealth, and Development Office. The selected candidates will receive full programme fees and other expenses.Source:Chevening",india@chevening.org,Null,https://www.chevening.org/,tuition_waiver,"{'Apply online link': 'https://www.chevening.org/fellowship/crisp/', 'Ask question': 'https://www.chevening.org/faqs/?chevening_faq=&chevening_topic=&chevening_audience=fellows', 'Original website': 'https://www.chevening.org/'}","Foreign & Commonwealth Office, UK
Email ID:
india@chevening.org"
South Asia Journalism Fellowship (SAJP) 2025-26,Mid-career postgraduate journalists,United Kingdom,Closed,Full programme fees and other benefits,"South Asia Journalism Fellowship (SAJP) 2025-26 is an opportunity funded by the UK Foreign, Commonwealth, and Development Office and hosted by the University of Westminster. This 8-week fellowship is aimed at mid-career journalists from South Asian countries including India. The curriculum focuses on the ways in which the media are held responsible, and the wider context within which political institutions operate. The selected fellows will receive full program fees and other benefits.Source:Chevening",india@chevening.org,Null,https://www.chevening.org,tuition_waiver,"{'Apply online link': 'https://www.chevening.org/fellowship/sajp/', 'Original website': 'https://www.chevening.org', 'Ask question': 'https://www.chevening.org/faqs/?chevening_faq=&chevening_topic=&chevening_audience=fellows'}","Foreign & Commonwealth Office, UK
Email ID:
india@chevening.org"
